Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_debug,Logcat_error,Logcat_warning,Logcat_total,Process_total,Category,Family
78576,4060,10968,58160,95596,13256,32622,26463,6158,233,7,14,8,2,28,38,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,2,2,0,2,0,0,2,5,0,7,0,14,28,8,12,2,1,18,40,4,8,0,0,4,2,0,0,0,0,2,4,2,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,324,5,1054,6,3,3,222,609,5551,2543,1939,10864,190,Trojan,wkload
48388,6652,12196,34128,76160,6668,10160,7118,3041,13,2,4,1,2,8,26,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,17,0,34,18,34,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,77,0,12,0,0,3900,65,2,1,2374,279,4202,2647,632,10134,194,Trojan,smsagent
73374,5280,10552,58184,104944,5444,26704,19753,6950,81,3,7,2,4,24,33,18,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,1,1,0,0,0,0,63,6,6,1,0,0,3,5,3,6,8,0,30,30,5,5,4,0,4,2,0,0,0,0,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,126,83,1,2,0,0,0,0,0,0,3,0,1,3432,30,17790,34,8,1,671,3567,1808,2512,114,8672,191,Trojan,mytrackp
77366,5740,10624,63056,98640,5856,27681,20541,7139,153,4,9,3,4,38,35,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2,0,2,1,0,0,0,0,68,6,6,1,0,0,4,5,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,136,90,2,2,0,0,0,0,0,0,4,0,1,3918,30,24252,40,8,2,1633,114,2580,618,3553,8498,191,Trojan,mytrackp
35023,4464,12824,25324,71972,4476,8987,5058,3928,0,0,5,1,2,7,28,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,197,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,3,0,723,2288,131,1586,1115,5843,194,Trojan,boogr
58446,1968,10748,46008,100560,5620,21297,17306,3990,131,3,8,2,2,25,35,14,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,17,14,0,14,8,0,7,7,2,9,0,0,8,0,0,5,0,8,16,15,2,1,1,0,0,6,4,4,1,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,20,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,11,0,1,520,7,6401,90,5,3,669,205,1784,3618,2413,8689,191,Trojan,<unknown>
79299,4156,10476,67144,96948,4360,27642,20576,7065,141,2,10,3,4,33,35,24,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,0,3,1,0,0,0,0,79,10,10,1,0,0,6,8,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,158,101,3,4,0,0,0,0,0,0,4,0,1,3998,32,24236,41,9,2,2822,642,2422,110,1906,7902,191,Trojan,mytrackp
136864,38236,10604,84496,105932,43540,48936,34331,14604,355,4,16,12,4,38,40,15,58,0,0,1,0,0,3,0,2,1,0,0,0,1,0,0,0,0,0,150,18,0,18,46,90,14,14,0,14,15,15,136,17,0,1,0,39,57,13,12,1,1,13,13,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,52,8,0,0,2,0,0,2,2,0,0,1,0,0,0,2,20,0,0,0,0,0,0,0,0,62,3,1,210032,394,69565,434,3,1,2083,2541,758,265,5319,10966,199,Trojan,gappusin
91769,15876,10508,65368,94476,19532,44414,38503,5910,254,14,6,3,4,47,45,65,59,2,0,8,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,6,0,1,2475,9,895,11,3,0,1878,236,634,2395,4945,10088,194,Trojan,styricka
36925,1344,11176,29140,91828,1352,11218,7981,3236,48,3,6,2,2,9,29,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2250,1376,148,1123,662,5559,191,Trojan,smsagent
68858,5280,10628,53636,107456,5416,23971,18380,5590,95,3,7,2,4,32,32,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,1,1,0,0,0,0,35,6,6,1,0,0,3,6,3,6,10,0,0,0,4,4,3,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,55,1,1,0,0,0,0,0,0,3,0,1,1100,12,1962,16,9,1,2577,3380,107,726,1719,8509,191,Trojan,mytrackp
113767,37568,10600,60216,110160,43664,43463,36702,6760,190,6,6,3,4,43,36,10,41,2,0,8,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,12,0,2,9241,28,2621,34,2,0,2139,728,5875,4725,201,13668,195,Trojan,styricka
89057,15232,10612,61452,103556,18584,46988,39638,7349,173,21,6,2,4,39,37,34,51,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,1967,2557,5067,593,297,10481,192,Trojan,styricka
52588,6328,12376,35132,96700,9368,19900,16564,3335,109,6,5,2,2,20,28,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,3,0,745,1724,2398,2578,168,7613,190,Trojan,styricka
64500,7604,10932,47960,92392,7648,24204,17382,6821,80,3,5,2,2,13,30,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,0,7,2,0,7,7,19,26,0,0,2,0,0,0,0,0,0,2,0,12,12,6,3,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,28027,48,4004,60,3,0,1790,2647,554,197,1533,6721,188,Trojan,smsagent
76464,4860,10652,63096,104040,4956,27376,20270,7105,156,3,9,3,4,36,36,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2,0,2,1,0,0,0,0,69,6,6,1,0,0,4,5,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,138,91,2,2,0,0,0,0,0,0,4,0,1,3918,30,24228,40,8,2,3629,675,133,1736,2724,8897,191,Trojan,mytrackp
70040,4772,10608,56916,104304,5012,24623,19506,5116,80,2,7,2,4,32,32,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,1,1,0,0,0,0,62,7,7,1,0,0,3,6,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,124,82,1,2,0,0,0,0,0,0,3,0,1,2612,20,16024,22,9,1,2062,3201,111,838,1998,8210,192,Trojan,<unknown>
105134,19480,10552,72808,102412,24056,49440,41901,7538,170,3,6,3,4,36,38,28,57,2,0,8,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,7,0,1,2464,9,896,11,3,0,2319,4126,2602,601,286,9934,193,Trojan,styricka
108324,28360,10812,68992,97372,30248,39125,30316,8808,119,6,12,5,4,36,43,24,82,3,0,3,0,0,10,0,9,3,0,0,0,1,0,0,0,0,9,16,0,0,0,8,0,8,8,0,8,0,0,8,0,0,21,0,26,27,29,8,0,0,8,8,68,16,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,16,0,2,0,0,9,9,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,15,4,1,128214,237,34098,293,6,2,294,2562,3611,618,2395,9480,193,Trojan,gappusin
122433,35300,10664,74580,106376,38768,38805,30972,7832,173,8,12,8,4,55,42,23,85,3,0,4,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,47,59,0,12,0,0,62,62,2,4,0,0,4,2,0,0,0,0,2,4,6,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,10,4,1,199556,195,11362,133,2,1,2803,231,1652,1425,2284,8395,190,Trojan,wkload
76719,5008,10520,62628,103876,5192,25114,20244,4869,102,2,8,2,4,26,33,22,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2,0,2,1,0,0,0,0,72,10,10,1,0,0,5,8,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,144,92,2,4,0,0,0,0,0,0,3,0,1,2612,20,15880,22,9,1,803,109,3309,2137,2222,8580,191,Trojan,mytrackp
34186,2668,11264,26116,80180,2680,9957,5200,4756,0,0,4,0,2,3,24,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,2,0,2874,2860,1186,152,3346,10418,194,Trojan,iconosys
47574,5852,11988,31376,94648,8824,17462,14425,3036,58,4,5,2,2,15,27,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,14,8431,55,7336,77,2,0,3407,5373,7329,481,772,17362,193,Trojan,styricka
79339,5776,10864,65104,104308,6164,25151,20086,5064,369,5,10,7,2,35,42,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,278,0,0,0,2,0,0,0,0,276,0,0,2,0,0,4,0,3,6,3,20,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,18,0,2,22998,138,28670,139,3,1,1718,380,1308,2597,148,6151,190,Trojan,mseg
57918,2276,10940,44380,95828,6192,28839,18301,10537,189,5,9,4,3,18,34,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,6,12,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4024,13,1207,16,3,1,1614,359,2456,5339,631,10399,192,Trojan,gappusin
82705,7164,10480,66060,105072,8048,31269,24674,6594,92,2,7,2,4,30,34,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0,1,1,0,0,0,0,65,7,7,1,0,0,3,5,3,6,10,0,30,30,4,4,3,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,130,85,1,2,0,0,0,0,0,0,3,0,1,3022,25,16768,28,8,1,1963,106,2785,788,3905,9547,191,Trojan,mytrackp
92155,14172,10844,70716,81620,15120,42972,35289,7682,178,2,6,3,4,33,37,11,44,3,0,2,0,0,22,0,20,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,39,51,0,2,0,0,15,15,1,2,0,0,0,0,1,0,0,0,0,0,5,0,0,6,0,0,0,2,0,0,20,20,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,7,2,1,255681,350,49183,393,3,0,720,3202,5294,2024,339,11579,193,Trojan,<unknown>
66793,4816,10572,53376,106176,5088,24338,18702,5635,81,3,7,2,4,25,33,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,1,1,0,0,0,0,44,6,6,1,0,0,3,5,3,6,8,0,30,30,6,6,5,0,6,3,0,0,0,0,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,88,64,1,2,0,0,0,0,0,0,3,0,1,3962,38,18692,44,8,1,2098,3103,2131,582,110,8024,191,Trojan,mytrackp
40348,3788,11204,29300,94916,3800,11218,7721,3496,38,3,5,1,2,10,28,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,3,0,2412,1971,257,1532,660,6832,191,Trojan,smsagent
100051,18960,8440,65556,88908,22516,21611,16043,5567,51,3,5,1,2,13,32,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,1,9,18,2,0,20,20,19,15,24,40,0,2,12,4,8,8,0,0,4,4,0,0,0,13,3,2,0,6,5,18,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7754,47,11222,50,3,0,2728,1589,117,1569,699,6702,192,Trojan,<unknown>
72579,13884,10712,47964,98756,16280,32202,27610,4591,106,12,6,2,4,43,38,33,47,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,197,1954,3489,672,2216,8528,194,Trojan,styricka
77891,4356,10620,64736,98832,4628,25392,20430,4961,138,2,9,3,4,30,34,22,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,0,2,1,0,0,0,0,73,9,9,1,0,0,5,7,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,146,95,2,4,0,0,0,0,0,0,4,0,1,3918,30,24292,40,8,1,114,2246,709,2258,3008,8335,194,Trojan,mytrackp
111683,37468,9860,59516,92324,42316,33197,26788,6408,30,3,7,2,4,36,37,11,41,3,0,2,675,353,25,0,0,0,0,0,0,9,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,189,189,6,0,0,0,18,437,41,0,18,0,0,0,34,0,0,0,0,0,18,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,9,200,0,0,0,0,0,0,0,0,72,0,9,21512,135,32240,201,3,1,199,4617,4273,1396,3128,13613,193,Trojan,lotoor
31936,1800,13340,24412,80836,1804,7960,5124,2835,5,0,5,1,2,3,24,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,2,0,610,1119,2068,2242,117,6156,191,Trojan,styricka
80816,5868,10616,66052,99428,6056,27471,20680,6790,133,2,9,3,4,27,34,22,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,0,2,1,0,0,0,0,73,9,9,1,0,0,5,7,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,146,95,2,4,0,0,0,0,0,0,4,0,1,3918,30,24356,40,8,1,632,2644,113,1762,3552,8703,192,Trojan,mytrackp
79700,4532,10600,66980,101764,4748,27666,21135,6530,171,3,10,3,4,30,34,25,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,0,3,1,0,0,0,0,79,10,10,1,0,0,6,8,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,158,99,3,4,0,0,0,0,0,0,4,0,1,3918,30,24156,39,8,2,2279,3206,629,2160,111,8385,190,Trojan,mytrackp
71334,3420,10956,58784,86980,5816,26687,19737,6949,162,4,8,5,2,13,34,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,127,13,0,13,25,50,16,16,36,52,8,8,75,3,0,0,0,8,16,0,6,1,1,10,10,3,4,0,6,12,0,2,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,1,15686,83,11642,100,2,0,151,1583,2303,582,5798,10417,191,Trojan,gappusin
78042,4960,10540,64792,104276,5084,27619,20754,6864,170,2,8,3,4,31,33,19,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,0,1,1,0,0,0,0,72,7,7,1,0,0,3,5,4,8,10,2,45,45,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,144,94,1,2,0,0,0,0,0,0,4,0,1,4323,35,24589,39,8,1,1825,2901,897,3464,116,9203,190,Trojan,mytrackp
78966,4564,10588,65208,103864,4732,27432,20345,7086,132,2,9,3,4,36,34,21,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,0,2,1,0,0,0,0,74,9,9,1,0,0,5,7,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,148,94,2,4,0,0,0,0,0,0,4,0,1,3918,30,24148,38,8,1,116,649,2197,1499,2931,7392,191,Trojan,mytrackp
38174,3428,12328,28676,87188,3444,15186,10668,4517,13,2,5,1,2,8,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,2,0,3344,363,2231,808,3080,9826,192,Trojan,smsagent
50515,6748,10856,37340,90736,6764,24717,21338,3378,33,3,7,3,3,9,29,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,7,0,0,0,0,3,0,726,2918,7386,114,2083,13227,191,Trojan,smsagent
110798,39936,9916,57512,92452,44000,29977,24684,5292,14,1,7,1,4,34,38,12,46,3,0,1,348,196,16,0,0,0,0,0,0,10,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,210,210,10,0,0,0,10,260,45,0,20,0,0,0,39,0,0,0,0,0,11,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,9,220,0,0,0,0,0,0,0,0,81,0,10,14280,100,25294,214,2,2,319,1072,2647,5013,3672,12723,190,Trojan,lotoor
64825,5176,10640,50676,104568,5448,24269,18521,5747,151,4,9,3,4,31,35,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,2,1,0,0,0,0,30,6,6,1,0,0,4,6,4,8,8,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,52,2,1,0,0,0,0,0,0,4,0,1,365,4,753,10,9,2,2168,3104,638,1865,111,7886,191,Trojan,mytrackp
70246,4304,10608,56724,109172,4424,24678,19287,5390,82,3,7,2,4,31,33,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,1,1,0,0,0,0,61,6,6,1,0,0,3,5,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,122,81,1,2,0,0,0,0,0,0,3,0,1,2612,20,16148,23,8,1,2641,653,3669,1654,117,8734,191,Trojan,mytrackp
