Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_warning,Logcat_error,Logcat_debug,Logcat_total,Process_total,Category,Family
92808,2500,10656,83188,85648,2640,21362,17559,3802,112,3,15,3,2,15,34,8,34,0,0,0,0,132,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,97,0,0,0,18,4,44,44,63,63,44,0,264,0,88,0,0,0,0,0,0,0,0,0,0,39,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47,0,0,0,0,6,0,1,61601,214,94260,225,5,2,410,1538,2052,1451,2079,7530,188,Trojan,hiddenapp
89026,3292,10928,69536,68856,12076,53087,46345,6741,200,7,11,7,2,24,35,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,10,20,0,10,0,0,12,34,1,2,0,0,2,1,0,0,0,0,1,2,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,49783,55,4042,48,3,1,643,1939,1557,6137,2605,12881,187,Trojan,wkload
33411,3872,12800,24704,73404,3884,7951,5040,2910,0,0,5,1,2,2,24,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,3,0,4047,1146,1542,2715,3611,13061,189,Trojan,mobtes
57087,8696,10848,40728,88940,8712,24757,21528,3228,33,3,7,3,3,11,29,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,7,534,4,461,5,4,0,1043,2371,3951,5198,1519,14082,186,Trojan,smsagent
63150,4680,10912,49720,95516,5072,15799,13691,2107,7,1,8,0,2,13,30,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,226,3,0,3,20,0,0,0,206,206,0,0,20,2,0,88,0,10,20,9,0,32,32,0,0,49,64,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,2,1316,32,10141,89,3,5,1498,1884,14076,839,2065,20362,186,Trojan,oveead
110275,36016,10568,58168,111052,41664,40482,35297,5184,158,3,6,3,4,47,39,26,49,4,0,8,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,13,0,2,2464,9,896,11,3,0,2407,618,2469,3334,1582,10410,188,Trojan,styricka
42782,452,10256,39808,39960,456,8276,6606,1669,0,0,5,0,2,12,26,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,12,19,0,0,0,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,24,0,0,1,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,6,0,1,520,13,1140,19,5,2,4292,2588,1870,1168,1535,11453,191,Trojan,smsagent
35859,1800,10500,29080,70612,1812,7921,5165,2755,0,0,4,0,2,2,24,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,14,0,0,0,0,2,0,2881,2844,3199,1564,1356,11844,192,Trojan,mobtes
77610,14992,9904,57788,49936,15464,30090,25058,5031,28,2,8,2,4,31,38,11,42,3,0,2,0,102,42,7,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,21,9,0,0,0,6,54,3,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,10,0,1,4372,27,7259,55,4,2,1506,1701,2296,2347,958,8808,188,Trojan,lotoor
72512,21220,10800,41792,90108,21924,27131,22583,4547,39,3,7,3,4,41,38,35,53,2,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,11,0,2,3366,8,998,9,3,0,2700,647,2644,1658,3458,11107,191,Trojan,styricka
116936,34180,10572,69680,99388,36384,35558,28116,7441,242,8,8,5,4,37,44,10,40,3,0,2,0,68,25,2,0,0,0,0,0,0,1,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,22,21,0,4,41,41,51,49,61,47,0,0,4,0,5,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,4,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,17,0,1,2050,12,4516,12,4,0,3337,2716,2715,1519,663,10950,188,Trojan,autoins
91297,8024,10468,72256,107360,9000,31289,25963,5325,105,2,7,2,5,32,33,19,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,75,4,0,4,2,0,0,0,2,73,8,8,2,0,0,3,6,3,6,8,2,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,142,91,1,2,0,0,0,0,0,0,4,0,1,2612,20,15858,22,10,1,1517,1813,2864,3674,651,10519,187,Trojan,mytrackp
54908,2072,10620,46180,85812,2080,19425,14697,4727,89,4,5,1,3,17,30,5,22,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,60,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,8960,18,2960,20,3,1,2573,1514,3313,2127,753,10280,185,Trojan,hiddenapp
103584,25648,10580,65228,89604,29100,33644,26603,7040,199,7,7,4,4,32,42,10,40,3,0,1,0,72,24,1,0,0,0,0,0,0,1,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,20,19,0,2,42,42,48,46,58,47,0,0,4,0,5,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,4,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,16,0,1,2127,12,4527,13,4,0,2829,3465,1520,882,2886,11582,190,Trojan,autoins
67389,3920,10564,52740,90876,7660,21931,17158,4772,173,5,6,3,2,15,34,6,26,0,0,0,0,67,24,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,2,44,44,48,46,58,48,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,2127,12,4549,13,4,0,2512,3091,2618,619,1477,10317,186,Trojan,autoins
37816,500,10344,34504,54740,504,8123,6145,1977,0,0,5,0,2,5,25,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,7,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,4,0,1,40,1,420,7,4,1,4037,1000,1506,1964,2156,10663,192,Trojan,smsagent
73861,3908,10852,57220,96076,7924,40045,32982,7062,105,3,5,2,2,18,29,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,6,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,1,2066833,1478,36587,789,3,0,2063,1734,1548,733,1520,7598,185,Trojan,gappusin
85375,14452,10568,59768,77628,18408,43338,37005,6332,222,7,5,2,4,37,37,18,45,2,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,6,0,1,2544,11,1636,24,4,0,1943,753,1998,1564,2246,8504,187,Trojan,styricka
41125,5464,10896,27696,82688,5480,10025,7564,2460,9,0,5,1,3,9,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,16,0,16,15,0,14,14,0,14,1,1,15,0,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,8,1569,4,626,5,4,0,4125,1667,980,5817,2709,15298,190,Trojan,iconosys
96515,25756,8120,45236,87184,27700,36457,29554,6902,125,21,5,2,4,30,42,33,46,3,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,0,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,7,0,1,1594,14,1062,16,5,0,3063,2028,2448,758,1507,9804,188,Trojan,autosms
56069,7176,11032,39824,97960,7216,18748,14952,3795,35,3,4,1,2,8,28,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,21,0,0,6,2,0,4,4,16,20,0,0,2,0,0,0,0,1,2,5,2,6,6,14,7,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,2,7223,26,3075,41,5,0,1877,2547,1619,710,2606,9359,188,Trojan,smsagent
103906,39400,10992,50044,102920,41020,29813,23067,6745,154,6,7,3,5,40,35,9,39,2,0,3,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,8,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,16,0,3,71339,52,1915,37,5,0,3222,1130,2006,1767,3417,11542,187,Trojan,mseg
75566,4076,10576,63632,86432,4292,27225,21795,5429,90,2,7,2,5,28,33,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,72,4,0,4,2,0,0,0,2,70,7,7,2,0,0,3,5,3,6,8,0,30,30,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,136,88,1,2,0,0,0,0,0,0,4,0,1,2977,24,16418,27,10,1,3008,1824,1511,763,3860,10966,189,Trojan,mytrackp
115404,42100,9924,56000,91584,46932,30130,25102,5027,16,2,8,1,4,41,39,12,45,3,0,1,0,348,180,14,0,0,0,0,0,0,8,2,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,192,216,12,0,0,0,13,236,39,4,16,0,0,0,37,0,0,0,0,0,9,0,0,0,0,12,0,16,16,24,0,0,0,0,0,0,0,0,18,192,0,0,0,0,0,0,0,0,66,0,8,13052,97,22922,192,6,3,1291,2603,4878,3628,1628,14028,190,Trojan,lotoor
96725,27352,10712,58652,96312,31264,32336,27494,4841,123,6,9,3,4,37,39,11,44,3,0,5,0,0,0,5,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,43,43,5,6,0,0,6,3,4,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,5,2,1543,4762,2434,2540,899,12178,189,Trojan,smsagent
41467,4576,12392,28604,84456,4584,13243,10435,2807,5,1,7,1,2,10,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,13,26,6,0,0,0,6,3,44,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,0,0,0,18,0,13,40,1,7620,127,4,2,6484,2419,3356,1747,1028,15034,187,Trojan,smsagent
95784,40700,11544,39852,101044,42228,24430,18938,5491,34,1,5,1,4,31,32,8,34,3,0,1,0,0,0,23,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,3,0,1652,3325,2257,2539,785,10558,188,Trojan,smsagent
99042,15812,10524,68652,78168,20992,51201,44134,7066,360,21,5,2,4,50,45,66,65,2,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,6,0,1,765,7,1175,15,4,0,706,1698,2215,2774,4286,11679,187,Trojan,styricka
106146,37744,10748,49876,111268,42664,27874,23053,4820,36,2,5,2,4,35,38,34,49,2,2,2,0,0,0,2,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0,6,0,0,80,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,10,0,2,11707,42,5088,48,3,0,882,3522,5270,2592,1660,13926,191,Trojan,styricka
33672,40,10988,28040,86016,48,12356,10354,2001,0,0,6,0,2,7,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,2,1479,561,2053,2216,1567,7876,190,Trojan,hiddenapp
60378,2152,10652,47596,93712,4984,23262,17356,5905,113,2,8,2,2,26,35,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,7,0,9,18,0,18,4,0,3,3,2,5,0,0,4,0,0,5,0,8,16,5,2,3,3,2,2,10,8,6,1,0,0,1,0,0,0,0,0,0,0,0,7,3,10,0,0,0,20,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,7,0,1,926,14,11064,166,6,3,3232,2026,2552,664,1595,10069,188,Trojan,hyspu
66706,3156,10752,52944,100440,6256,21980,16626,5353,150,8,6,3,2,16,36,6,24,0,0,0,0,72,28,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,56,56,52,50,66,49,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2050,12,4542,13,4,0,2439,2403,2851,1498,548,9739,189,Trojan,autoins
55265,11168,9344,25176,84980,14216,15317,14016,1300,12,0,4,1,2,10,27,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,14,0,4,240,6,480,8,4,0,2666,727,3022,1514,2373,10302,186,Trojan,autosms
85737,5152,10604,71924,94712,5368,30416,23295,7120,179,4,9,3,5,35,34,23,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,83,5,0,5,2,0,0,0,2,81,10,10,2,0,0,5,7,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,158,101,2,4,0,0,0,0,0,0,5,0,1,3918,30,24053,41,10,1,692,3702,1938,1514,3017,10863,187,Trojan,mytrackp
32343,0,10972,27976,80160,8,12355,10360,1994,0,0,6,0,2,7,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,2,2407,2043,718,3514,1508,10190,191,Trojan,hiddenapp
51080,4672,12388,35592,99972,6468,18338,14886,3451,80,3,6,3,2,11,29,4,16,0,0,0,0,40,16,0,0,0,0,0,0,0,0,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,42,21,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,6,7561,62,7849,108,4,0,5886,1948,1902,806,1560,12102,189,Trojan,mseg
90014,4716,10684,72308,99488,8832,24588,18599,5988,161,4,6,3,2,23,35,7,31,0,0,0,0,91,37,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,75,75,77,75,92,58,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,1,2126,12,4449,13,4,0,635,3678,2586,2852,1517,11268,184,Trojan,autoins
69896,5760,10576,55360,88416,5920,26733,19882,6850,106,3,7,2,5,34,34,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,50,4,0,4,2,0,0,0,2,48,7,7,2,0,0,3,5,3,6,8,0,30,30,3,3,3,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,92,66,1,2,0,0,0,0,0,0,4,0,1,2612,20,15784,22,10,1,1504,519,1854,3549,2814,10240,186,Trojan,mytrackp
77649,4976,10584,63848,92044,5128,27165,21915,5249,93,3,7,2,5,25,32,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,70,4,0,4,2,0,0,0,2,68,7,7,2,0,0,3,5,3,6,8,0,30,30,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,132,86,1,2,0,0,0,0,0,0,4,0,1,2977,24,16409,27,10,1,3813,1520,603,3050,1908,10894,187,Trojan,mytrackp
40148,3892,12088,29364,66504,3896,7915,4906,3008,0,0,4,0,1,2,24,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,18,0,0,0,0,3,0,3069,1534,4078,2061,1545,12287,193,Trojan,rootnik
37735,2664,11020,27460,94600,2676,10061,7851,2209,13,0,5,1,2,10,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,4,23848,27,1559,28,4,0,1707,3324,1003,2725,4077,12836,188,Trojan,smsagent
59855,6984,12888,43724,83184,8672,22686,18168,4517,32,2,7,2,2,15,28,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,42,84,0,28,0,0,50,138,8,16,0,0,16,8,0,0,0,0,8,16,8,16,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,5,49775,55,4082,49,3,1,3013,629,2337,1634,3172,10785,191,Trojan,wkload
