Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_error,Logcat_verbose,Logcat_warning,Logcat_debug,Logcat_info,Logcat_total,Process_total,Category,Family
137532,23240,10704,100724,107452,23664,46692,34244,12447,92,4,6,2,5,43,38,18,74,3,3,3,0,0,0,4,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,45,60,0,4,54,54,207,319,0,0,0,6,0,0,0,0,0,0,1,0,7,0,1,15,13,5,0,2,1,122,23,23,0,0,0,0,20,20,0,0,0,0,0,0,8,17,1,87499,141,25810,145,3,0,1785,1560,2915,1176,110,7546,191,Riskware,revmob
35070,3540,9436,22752,78060,3552,6930,5140,1789,0,0,3,0,2,3,22,8,14,0,0,0,0,193,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,153,316,2,88,0,0,34,34,193,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,51,4482,50,49,0,0,0,0,0,0,0,0,0,0,0,0,80,76,51,0,0,0,0,2,3,2215,4150,4575,3271,63,14274,189,Riskware,skymobi
76368,7588,8428,57180,68304,9296,31193,26558,4634,197,8,9,6,2,18,40,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,25,0,0,0,6,0,14,14,4,18,22,22,6,0,0,0,0,0,0,0,2,44,44,0,0,4,6,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,1,3,4,44,44,0,0,0,0,0,2,0,0,0,0,0,0,13,0,1,0,0,0,0,4,0,507,1990,105,2657,3356,8615,191,Riskware,smsreg
57931,4020,10712,42252,98064,8668,23155,17097,6057,90,2,5,2,2,14,32,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,19,8,0,0,0,2,0,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,1,4659,45,8254,50,3,0,1613,501,1168,112,2324,5718,192,Riskware,smsreg
49103,5320,11512,36904,78912,5352,19166,15364,3801,5,1,5,1,2,12,27,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,13,0,0,0,0,4,0,169,1537,7445,3861,4048,17060,192,Riskware,smspay
92709,33544,10532,46196,112396,36292,19474,16749,2724,27,0,4,1,4,21,32,14,41,3,0,0,0,198,66,0,0,0,0,0,0,14,14,0,4,0,6,208,0,0,0,74,0,0,0,134,134,0,0,74,0,0,0,0,168,154,0,0,42,42,366,238,199,176,0,0,72,0,26,0,0,0,0,0,14,0,0,23,2,0,0,28,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,123,0,14,1358,14,27071,355,2,0,3541,1088,3978,4760,114,13481,191,Riskware,smsreg
58104,3792,10656,43632,100384,7680,23763,19659,4103,228,5,13,10,2,25,36,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,8,0,0,20,19,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,1,40658,513,45235,537,3,0,2818,2666,1178,3037,109,9808,192,Riskware,smsreg
84727,34436,10712,40680,102424,35956,13236,10721,2514,30,1,4,1,4,21,29,13,38,0,0,1,0,111,37,0,0,0,0,0,0,11,11,0,2,0,3,128,0,0,0,42,0,0,0,86,87,0,0,42,16,0,0,0,133,133,14,0,345,359,237,148,124,122,28,0,42,0,12,0,0,0,0,0,11,0,0,44,28,0,0,36,0,28,49,49,0,0,0,0,0,0,0,0,0,0,0,0,78,14,11,50580,148,37233,391,3,1,1560,2632,231,2702,692,7817,194,Riskware,smsreg
50394,4536,10752,38320,93320,6116,21716,15934,5781,187,2,5,2,2,12,30,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,0,115,1596,3065,1616,966,7358,194,Riskware,smsreg
56217,5784,11692,38308,101152,9192,20463,16207,4255,77,4,5,2,2,11,31,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,26,23,12,0,0,0,6,0,6,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,9479,88,13216,110,3,0,109,2588,1932,776,10289,15694,191,Riskware,smsreg
95039,33028,10604,48264,111752,37604,19595,17080,2514,60,2,4,1,4,27,34,13,39,4,0,0,0,243,81,0,0,0,0,0,0,24,23,0,0,0,0,328,0,0,0,112,0,0,0,216,216,0,0,112,0,0,0,0,282,258,0,0,108,108,571,347,267,240,0,0,126,0,39,0,0,0,0,0,24,0,0,27,0,0,0,48,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,188,0,24,0,0,21480,358,2,0,5045,1368,4417,5411,248,16489,192,Riskware,smsreg
49216,5092,11028,34868,93272,6132,17314,14091,3222,46,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,2,0,227,868,1913,6176,2262,11446,192,Riskware,smsreg
65656,3868,10704,48312,98968,9892,26060,20052,6007,175,7,7,4,2,12,36,7,28,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,29,28,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,1,6229,31,8190,35,3,0,111,2794,767,1763,7029,12464,190,Riskware,smsreg
59589,2928,10956,44376,100040,7644,27759,21239,6519,289,5,6,1,2,26,35,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1000,25,1980,33,3,2,784,2278,195,3118,2305,8680,191,Riskware,smspay
38110,5576,10612,22000,75444,5588,9124,5210,3913,0,0,3,0,2,3,22,2,8,0,0,0,0,102,34,0,0,0,0,0,0,6,0,0,0,0,4,13,0,0,0,4,0,5,5,4,10,0,0,4,3,0,22,0,71,142,19,34,35,35,56,215,77,73,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,17,21,2295,2,2,0,0,0,0,4,2,0,0,0,0,0,0,38,36,17,571,4,1272,5,3,3,992,2314,113,2337,2878,8634,190,Riskware,skymobi
89343,30076,10588,46312,116532,33376,19480,16769,2710,27,0,4,1,4,22,31,14,43,3,0,0,0,177,59,0,0,0,0,0,0,14,14,0,4,0,3,191,0,0,0,64,0,0,0,127,127,0,0,63,0,0,0,0,168,154,0,0,39,39,381,239,181,158,0,0,68,0,24,0,0,0,0,0,14,0,0,21,1,0,0,28,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,112,0,14,602,7,24231,352,2,0,3438,115,3311,3046,966,10876,192,Riskware,smsreg
55455,6092,10840,42444,92816,6144,16251,11758,4492,5,1,6,1,2,16,28,7,26,0,1,0,0,0,0,0,0,0,0,0,0,16,31,59,23,0,61,121,1,0,1,61,0,0,0,60,60,0,0,61,0,0,38,0,65,130,20,0,41,42,320,160,41,0,0,13,0,0,0,1,0,0,0,0,0,0,0,18,12,0,0,0,13,0,0,0,0,0,0,0,6,26,0,0,0,0,0,0,76,0,13,38960,96,21678,218,5,2,4598,696,240,1821,2915,10270,193,Riskware,smsreg
28642,1116,11276,22700,76128,1120,7878,4691,3186,0,0,2,0,2,2,21,2,8,0,0,0,0,24,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,35,35,2,0,73,75,21,18,32,28,6,0,12,0,3,0,0,0,0,0,3,0,0,9,5,0,0,9,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,8068,27,5538,62,2,0,951,1321,7505,74,2863,12714,195,Riskware,smsreg
44039,8520,10688,25272,67064,8528,7662,4510,3151,8,0,6,1,2,5,24,2,10,0,0,0,0,126,43,0,0,0,0,0,0,3,0,0,0,0,2,8,0,0,0,3,0,5,5,0,5,0,0,3,2,0,28,0,87,174,66,42,47,47,50,189,85,93,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,20,23,2517,1,1,0,0,0,0,4,2,0,0,0,0,0,0,44,42,20,571,4,1280,5,3,3,154,2486,890,2175,4464,10169,191,Riskware,skymobi
90936,32768,10688,47792,106152,34252,13969,11229,2739,40,1,5,2,4,24,32,15,44,0,0,1,0,198,66,0,0,0,0,0,0,25,24,0,0,0,0,277,0,0,0,91,0,0,0,186,186,0,0,91,28,0,2,0,282,281,28,0,706,731,510,303,235,236,56,0,98,0,24,0,0,0,0,0,25,0,0,84,51,0,0,78,0,54,101,101,0,0,0,0,0,2,0,0,0,0,0,0,172,28,26,109434,280,61849,683,3,1,3131,1233,3689,3482,563,12098,189,Riskware,smsreg
40624,7516,10328,21540,74900,7540,6496,3875,2620,0,0,2,0,2,2,22,1,6,0,0,0,0,0,0,0,0,0,0,0,0,96,24,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,40,0,70,140,9,56,0,0,493,10081,93,90,30,0,28,0,32,0,0,0,0,0,0,0,0,2,0,61,0,14,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,42,0,15,80194,1589,173061,1652,3,2,2820,800,1988,481,3207,9296,190,Riskware,smsreg
48435,2964,10788,35464,93856,6628,20430,17199,3230,201,8,6,3,2,17,33,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,4,0,1303,3466,1857,707,2759,10092,190,Riskware,mobilepay
54417,5780,11712,37704,100728,8596,20280,15341,4938,39,4,5,2,2,11,33,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,23,21,10,0,0,0,4,0,5,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,2,8175,76,11848,90,3,0,2056,107,719,2667,9028,14577,192,Riskware,smsreg
72880,3964,10672,56956,100332,8188,28518,20728,7789,199,5,5,2,2,19,33,8,30,0,0,0,0,39,13,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,3,0,0,0,4,8,0,4,0,0,44,55,39,30,0,0,4,0,5,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1124,12,5206,13,3,0,2482,3034,119,590,2469,8694,193,Riskware,smsreg
62922,6056,11184,46412,80256,9908,20096,15321,4774,24,2,8,2,2,11,31,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,12,0,12,6,0,6,0,0,6,0,0,15,0,10,20,4,0,0,0,0,0,28,48,48,0,0,0,12,0,0,0,0,24,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,30,12,6,120,3,3000,50,2,3,2176,3410,2641,234,893,9354,195,Riskware,smsreg
26818,2704,9772,16120,68520,2708,5330,3667,1662,0,0,2,0,2,2,21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,2,0,1151,2662,2075,100,789,6777,190,Riskware,smsreg
26537,2184,10404,17272,71648,2196,5338,3840,1497,0,0,2,0,2,2,22,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2164,113,995,2963,2480,8715,194,Riskware,jiagu
101967,33592,10468,55312,112772,36548,22436,18011,4424,56,1,5,2,4,25,33,16,51,3,0,0,0,120,40,0,0,0,0,0,0,13,10,0,0,0,0,128,0,0,0,44,0,0,0,84,84,0,0,44,14,0,4,0,145,143,17,0,356,367,239,147,133,132,28,0,50,0,12,0,0,0,0,0,13,0,0,43,12,0,0,40,0,26,50,50,0,0,0,0,0,0,0,0,0,0,0,0,86,13,14,4740,61,24362,350,3,1,2260,223,1366,2330,633,6812,191,Riskware,smsreg
88241,31572,10676,44292,108492,34340,15341,11716,3624,28,0,4,1,4,26,32,14,41,4,0,0,0,186,62,0,0,0,0,0,0,22,21,0,2,0,3,235,0,0,0,72,0,0,0,163,163,0,0,72,0,0,0,0,240,218,0,0,580,580,440,270,190,160,0,0,80,0,20,0,0,0,0,0,22,0,0,26,1,0,0,44,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,141,0,22,679,7,24113,346,2,0,3104,3590,4262,620,990,12566,190,Riskware,smsreg
44954,7292,10740,27204,79068,7424,7840,5006,2833,8,0,7,1,2,5,25,3,12,0,0,0,0,144,48,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,0,24,0,97,196,7,50,0,0,53,193,105,106,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,23,25,2793,1,1,0,0,0,0,4,2,0,0,0,0,0,0,49,48,23,571,4,1340,6,3,4,2255,120,3594,1123,4303,11395,190,Riskware,skymobi
44264,7796,12080,28852,97840,7820,15547,12910,2636,77,4,4,1,2,19,27,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,12351,92,15038,113,2,0,768,5921,3511,193,2032,12425,191,Riskware,revmob
72136,14988,8796,43308,86592,15032,59223,51952,7270,5,1,6,1,2,12,30,9,38,0,1,0,0,541,221,0,0,0,0,0,0,18,0,18,0,0,0,27,0,0,0,9,0,0,0,18,18,0,0,9,9,0,31,0,9,18,0,0,0,0,43,38,60,113,0,14,0,14,45,28,14,14,0,18,0,0,0,55,24,10,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,61090,226,41986,341,4,2,3151,3874,725,3533,111,11394,191,Riskware,smspay
98200,34636,10576,50940,110836,37480,19674,16854,2819,28,1,4,1,4,22,32,14,43,3,0,0,0,192,64,0,0,0,0,0,0,26,26,0,0,0,0,283,0,0,0,90,0,0,0,194,194,0,0,90,29,0,0,0,294,294,26,0,672,699,531,313,239,238,58,0,104,0,27,0,0,0,0,0,26,0,0,85,52,0,0,81,0,54,106,106,0,0,0,0,0,0,0,0,0,0,0,0,171,29,27,109546,275,59904,654,2,0,3065,3083,581,1358,4057,12144,192,Riskware,smsreg
39868,7068,10984,22620,74148,7080,8740,4947,3792,0,0,3,0,2,3,22,1,6,0,0,0,0,122,44,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,27,0,103,212,13,52,0,0,21,21,116,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,2989,28,28,0,0,0,0,0,0,0,0,0,0,0,0,51,54,28,0,0,0,0,2,3,726,118,1672,1873,2810,7199,199,Riskware,skymobi
25290,1788,9640,16292,71852,1800,5344,3793,1550,0,0,2,0,2,2,23,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3004,113,3628,1190,5519,13454,197,Riskware,smspay
87357,32436,10592,43328,106928,35212,13190,11601,1588,28,1,4,1,4,27,32,13,39,4,0,0,0,255,85,0,0,0,0,0,0,25,24,0,2,0,3,300,0,0,0,95,0,0,0,205,205,0,0,95,0,0,0,0,278,253,0,0,787,787,563,344,261,232,0,0,112,0,33,0,0,0,0,0,25,0,0,34,1,0,0,50,0,0,62,62,0,0,0,0,0,2,0,0,0,0,0,0,180,0,25,602,7,5045,26,2,0,1178,713,3599,8576,3114,17180,192,Riskware,smsreg
103063,36140,14728,53576,107108,37764,26737,22048,4688,180,2,9,6,4,31,36,7,30,2,0,6,0,0,0,11,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,77,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,39,0,0,0,10,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,21,0,5,17241,159,26842,224,2,0,341,2116,3551,1078,6004,13090,193,Riskware,smsreg
96378,30888,10596,51808,115308,34336,20451,18067,2383,60,2,4,1,4,29,36,14,43,3,0,0,0,108,36,0,0,0,0,0,0,12,10,0,2,0,3,120,0,0,0,41,0,0,0,79,79,0,0,41,12,0,2,0,136,136,15,0,329,339,228,144,127,122,24,0,50,0,15,0,0,0,0,0,12,0,0,38,11,0,0,37,0,22,48,48,0,0,0,0,0,0,0,0,0,0,0,0,81,11,13,4978,63,30500,417,3,1,983,3985,387,2758,3688,11801,193,Riskware,smsreg
105638,42324,11060,51836,88004,43936,27670,24054,3615,15,2,5,3,4,34,34,8,32,3,0,1,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,62,0,10,0,0,532,266,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,30,0,4,0,0,0,0,3,0,2672,1316,773,108,1566,6435,190,Riskware,dnotua
91843,30628,10644,48096,115804,34060,19488,16865,2622,27,1,4,1,4,25,33,14,41,4,0,0,0,198,66,0,0,0,0,0,0,14,14,0,0,0,0,189,0,0,0,65,0,0,0,124,124,0,0,65,0,0,0,0,168,154,0,0,44,44,375,237,195,172,0,0,68,0,24,0,0,0,0,0,14,0,0,22,0,0,0,28,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,115,0,14,0,0,21600,360,2,0,110,2672,6546,806,2770,12904,193,Riskware,smsreg
77752,30284,12092,37668,103852,31688,11985,9101,2883,12,0,4,1,4,14,28,11,31,0,0,1,0,189,63,0,0,0,0,0,0,23,22,0,4,0,6,279,0,0,0,92,0,0,0,188,188,0,0,92,26,0,0,0,264,263,25,0,628,654,524,317,238,232,52,0,100,0,31,0,0,0,0,0,23,0,0,81,22,0,0,72,0,52,107,107,0,0,0,0,0,0,0,0,0,0,0,0,165,26,24,8377,109,37544,438,2,0,2995,3071,1022,4163,579,11830,193,Riskware,smsreg
28175,2904,10428,17392,69820,2908,6434,3851,2582,0,0,2,0,2,2,22,6,9,0,0,0,0,96,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,2123,3169,2397,153,847,8689,190,Riskware,smsreg
44865,7212,10752,26096,75476,7344,7644,4537,3106,8,0,7,1,2,5,25,3,12,0,0,0,0,143,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,5,0,25,0,100,205,7,46,0,0,41,167,94,98,2,0,0,0,2,0,0,0,0,2,0,0,0,2,2,1,0,23,26,3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,47,23,1161,8,2756,10,3,3,3029,2810,114,3177,931,10061,190,Riskware,skymobi
44280,4924,8864,27268,93552,4936,8836,6710,2125,13,1,6,3,2,12,32,12,26,0,0,0,0,51,17,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,8,8,8,8,0,8,0,0,8,12,0,20,0,36,72,0,44,0,0,93,431,42,82,0,0,0,0,9,0,8,8,0,16,0,0,0,8,0,62,0,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,18,26354,572,55377,615,4,5,4261,4107,1160,3693,230,13451,199,Riskware,smsreg
88035,33212,10624,42192,111232,36336,20806,16726,4079,27,1,4,1,4,28,32,9,36,4,0,0,0,162,54,0,0,0,0,0,0,13,13,0,2,0,3,165,0,0,0,54,0,0,0,111,111,0,0,54,0,0,0,0,156,143,0,0,36,36,294,189,156,138,0,0,56,0,17,0,0,0,0,0,13,0,0,19,0,0,0,26,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,98,0,13,204,5,20285,286,2,0,5914,3492,3100,969,113,13588,192,Riskware,smsreg
